MAL_ID,Name,Type,Producers,Studios,Source,Rating,Popularity,Final_Score,Genre+Synopsis,Cluster
6178,Pokemon Movie 12: Arceus Choukoku no Jikuu e,Movie,"VIZ Media, Studio Jack",OLM,Game,PG - Children,1949,10.071116736990154,"The Bakumatsu was an era in which the souls of young men burned with anxiety for their country's future. Takasugi Shinsaku, a soldier of fortune from Choshu, sneaks aboard a government ship with his comrade Katsura Kogorou in search of a mysterious ""timepiece"" with the power to manipulate time that he fears the government wishes to keep for themselves. Rather than allow such power to fall into the wrong hands, Takasugi plans to destroy the artifact, but having obtained it, the artifact is quickly stolen, forcing the pair to follow the mysterious thief to the seat of government in Kyoto. However, when they arrive in the capital, they discover that the government has been overthrown and the deity Susanoo now reigns in its place. The streets of the city and the people in them are much different than Takasugi and Katsura remembered. The times may have changed but their mission hasn't - Takasugi and Katsura resolve to reset time and save their nation from the nefarious forces trying to hijack it. (Source: Tokyo Otaku Mode)|Action, Historical, Samurai",2
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,OVA,Tokyo Movie Shinsha,TMS Entertainment,Manga,PG-13 - Teens 13 or older,4774,2.02772860277981,"heated battle is once again revving up at Basara Academy between baseball star Masamune Date and soccer ace Yukimura Sanada. What's more, ever since student council chairman Hideyoshi Toyotomi received a suspension, leaving the seat up for grabs, a host of class ""warlords"" have become embroiled in a quest for supreme power. Amid Ieyasu Tokugawa's appeals to bonds of kinship and Mitsunari Ishida's fervor to defeat him, who will wrest ultimate control of the domain in ""troubled"" times? (Source: TBS Global Business)|Action, Comedy, School",6
6199,Mai-Otome Zwei Special,Special,"Bandai Visual, Lantis",Sunrise,Original,G - All Ages,7676,0.28563128721001846,"The pinnacle of gag manga as well as one of Akatsuka Fujio's most renowned works, ""Tensai Bakabon"" returns after 18 years since its last anime with Director Hosokawa Toru's new original story! Bakabon and his family, who made the phrase ""This is how it should be"" famous, are back along with the eccentric cast of Mr. Policeman, Rerere no Ojisan and Eel-Dog letting loose in a much more modern setting! The new frontier of ""Bakabon"" that'll take place in a late-night slot is about to begin, 10 years after Akatsuka Fujio's death. (Source: Crunchyroll)|Slice of Life, Comedy",5
6201,Princess Lover!,TV,Dream Force,GoHands,Visual novel,R+ - Mild Nudity,852,18.38378275475924,"Short anime inspired by the iOS and Android mobile game God Eater Resonant Ops . Introduces the characters through their first day of school. Resonant Ops continues the story of God Eater 2 Rage Burst , which in turn is a sequel to God Eater Burst , and is set 4 years after the latter's story, moving the setting ""at long last"" toward the Fenrir Headquarters in the year 2078.|Fantasy, Military, Parody, Sci-Fi",5
6203,Sasameki Koto,TV,"Half H.P Studio, flying DOG",AIC,Manga,PG-13 - Teens 13 or older,2038,6.534866955445544,"summary of the first 12 episodes of Toji no Miko .|Action, Fantasy",5
6205,Kämpfer,TV,"TBS, RAY",Nomad,Light novel,R+ - Mild Nudity,613,17.006602553741715,"Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are finally ready to set their plans of world domination into action. As Ainz's war machine gathers strength, the rest of the world keeps moving. The remote Carne Village, which Ainz once saved from certain doom, continues to prosper despite the many threats on its doorstep. And in the northeastern Baharuth Empire, a certain Bloody Emperor sets his sights on the rising power of Nazarick. Blood is shed, heroes fall, and nations rise. Can anyone, or anything, challenge the supreme power of Ainz Ooal Gown?|Action, Magic, Fantasy, Game, Supernatural",1
6209,Macross 7 Plus,Special,Studio Nue,Production Reed,Original,G - All Ages,6161,0.5537474541751527,"No synopsis information has been added to this title. Help improve our database by adding a synopsis here .|Action, Military, School",6
6211,Tokyo Magnitude 8.0,TV,"Dentsu, Fuji TV, Toho, Asmik Ace, Sony Music Entertainment, Sakura Create","Bones, Kinema Citrus",Original,PG-13 - Teens 13 or older,611,197.0035930735931,"ccording to legend, Beelzebub, one of the seven princes of Hell, betrayed God and was banished from Heaven for eternity. Beelzebub now leads the kingdom of Pandemonium, where all former angels roam and work every single day of their immortal lives. A devil like him would give people chills at the mere mention of his name, but… What if Beelzebub is not as evil as initially thought? What if he was obsessed with fluffy things? And what if Beelzebub is actually a woman? That is what new assistant Myurin discovers when he is hired to serve Her Majesty Beelzebub. She may know exactly what to do to keep Pandemonium running like clockwork, but whenever she leaves the professionalism of the office, the girl needs some assistance in order to function like a normal…devil. As much as Myurin can’t stand being unprofessional, he is secretly obsessed with her adorable antics, and his new job teaches him that everything is not exactly what it seems, especially with the other head devils of Pandemonium.|Comedy, Demons, Fantasy, Romance, Shounen",5
6213,Toaru Kagaku no Railgun,TV,"Geneon Universal Entertainment, Movic, AT-X, ASCII Media Works",J.C.Staff,Manga,PG-13 - Teens 13 or older,281,196.0554187689203,"lternative version of final four episodes of High School DxD BorN .|Action, Comedy, Demons, Ecchi, Harem, Romance, School",6
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,Movie,"TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,G - All Ages,7450,0.4365648854961832,"g Long just wants to make some friends, but she is not the best at socializing, not to mention that her online friend has stopped replying to her texts. However, in an unusual turn of events, she suddenly gains the ability to see monsters and ghosts. Her normal life takes on a strange twist... (Source: MU)|Magic, Romance, School, Shoujo",6
6234,True Tears: Mini Chara 4-koma Gekijou,Special,"Bandai Visual, Lantis",P.A. Works,Original,G - All Ages,4958,0.6540438686883556,"Yuu Koito has always been entranced with romantic shoujo manga and the lyrics of love songs. She patiently waits for the wings of love to sprout and send her heart aflutter on the day that she finally receives a confession. Yet, when her classmate from junior high declares his love for her during their graduation, she feels unexpectedly hollow. The realization hits her: she understands romance as a concept, but she is incapable of experiencing the feeling first-hand. Now, having enrolled in high school, Yuu, disconcerted and dispirited, is still ruminating over how to respond to her suitor. There, she happens upon the seemingly flawless student council president, Touko Nanami, maturely rejecting a confession of her own. Stirred by Touko's elegant manner, Yuu approaches her for advice, only to be bewildered when the president confesses to her! Yuu quickly finds herself in the palm of Touko's hand, and unknowingly sets herself on a path to find the emotion which has long eluded her.|Romance, School, Shoujo Ai",6
6251,Sketchbook: Full Color's Picture Drama,Special,"Media Factory, Shochiku, AT-X, TYO, Mag Garden",Hal Film Maker,4-koma manga,G - All Ages,8738,0.12683149899240426,"On his high school graduation day, Itsuki's cousin, Mahiru, tells him that she's pregnant. Just then, a gate of light emerges and transports the two into the world of Granvania. In this land, ""Impurities"" have been causing a disturbance to the Stars, ultimately plunging Granvania into chaos and disorder. And Itsuki, now revealed to be one who is fated to meet with the ""Star Maidens"", is seen as Granvania's last hope and was thus given the task to produce ""Star Children"" and combat the ""impurities"". And unless the task is complete, Itsuki may never be able to return home. (Source: Wikipedia)|Action, Adventure, Harem, Magic, Romance, Fantasy",2
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,Special,Nintendo of America,OLM,Game,PG - Children,5178,0.8626170126170125,"s always, Shi Miao is tired of her brother's ridiculous antics, and Shi Fen can only hope to escape the clutches of his violent sister. With their friends and classmates in tow, the two continue their dysfunctional relationship as reluctant but devoted siblings.|Comedy, School, Slice of Life",6
6280,Cat Shit One,ONA,International Digital Artist,Anima,Manga,R - 17+ (violence & profanity),3239,3.592564529558701,"legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for that, you have to go through the dangerous foggy mountains... We follow the adventures of one of these elected officials. (Source: Nautiljon)|Action, Historical, Martial Arts, Fantasy",2
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Movie,"Bandai Visual, Sotsu, Mainichi Broadcasting System",Sunrise,Original,R - 17+ (violence & profanity),2205,11.900177258971034,"Despite being burdened with crippling debt to the morose Haruitsuki Abeno, Hanae Ashiya has come to enjoy his job as an exorcist. His ability to communicate with youkai has given him a sense of responsibility regarding the magical creatures, and he continues to work hard to send them to their true home in the Underworld. As Ashiya’s life finally stabilizes, the youkai threaten to upset it once again. Knowledge of his existence has begun to spread, and not everyone is happy to have a human working for the Mononokean, the interdimensional tea room. But one day, a simple visit to the Underworld draws the attention of those in power, and Ashiya soon learns that not every youkai is willing to go along with Abeno's plans.|Comedy, Demons, Supernatural",1
6291,Full Metal Panic! The Second Raid Episode 00,Special,Kadokawa Shoten,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,2739,9.34844420010995,"The first movie in the four-part King of Prism: Shiny Seven Stars movie series.|Music, Sports, Shounen",4
6312,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,Special,TBS,Studio Deen,Manga,PG-13 - Teens 13 or older,8140,0.29422627529210604,"In their teenage years, few things can hurt people more than the heartaches that come with unrequited love. Such is the case for Natsuo Fujii, who has found himself entranced by his school's ever-cheerful teacher Hina. Deflated by this unreachable desire, Natsuo humors his friends and attends a mixer. There he meets Rui, a girl whose lack of excitement rivals that of himself. After bonding over their mutual awkwardness, Rui takes Natsuo to her house and asks him to have sex with her, hoping that the experience will stop her friends from treating her like a clueless child. With his hopeless feelings towards Hina still on his mind, Natsuo hesitantly agrees. Equally unfulfilled by their ""first times,"" the two decide to part ways as strangers. However, before he even has a chance to process this experience, Natsuo's father drops a major bombshell: he is getting remarried, and his new wife Tsukiko Tachibana is coming over now to meet Natsuo. As if that was not enough of a shock, her daughters—and, in turn, Natsuo's new sisters—are Hina and Rui Tachibana, the woman he's in love with and the girl with whom he shared his first night. Now, Natsuo must come to terms with the feelings he has for his step-siblings as his eyes open to a darker side of love.|Drama, Romance, School, Shounen",6
6324,Omamori Himari,TV,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Zexcs,Manga,R+ - Mild Nudity,729,24.034170944558518,"d panda Retsuko continues to work at her cyclic office job, with the occasional stress-venting via death metal karaoke on the side. With the company of her newfound friends Gori and Washimi, life is more enjoyable than ever before. But some new shake-ups to her status quo threaten to add more stress to her life. At the office, new employee Anai seems like a fine addition to the company. Yet when Retsuko is placed in charge of his training, she finds that beneath his steadfast dedication, he may pose a threat to the stability of the workplace. Meanwhile, at home, Retsuko's mother pays an abrupt visit, fully intent on having her daughter finally settle down and find a man. With this in mind, she sets Retsuko up for various marriage appointments, much to her chagrin. Now, Retsuko finds all the more reasons to head to the karaoke bar and unleash her furious diatribes. However, knowing that this will not truly solve her problems, she decides to make a more spontaneous choice to avoid her issues. And so, Retsuko finds herself set upon another self-reflecting journey, coming to learn more about herself and love, with the ever cathartic support of death metal karaoke.|Comedy, Slice of Life",5
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,Toho,Studio Pierrot,Manga,PG-13 - Teens 13 or older,1006,39.713551625239006,"Heavens Library to Crimson Lord brings back Arata, Lilith, and the rest of the Trinity Seven to face off against the greatest enemy in the history of the Trinity Seven; Lilith's own father, who is revealed to be the strongest Demon Lord, challenges Arata who is now a Demon Lord candidate. (Source: Avex Pictures, edited)|Action, Ecchi, Magic, Fantasy, Comedy, Harem, Shounen",1
6331,Ten Little Gall Force,OVA,"AIC, Movic, CBS","Artmic, animate Film",Original,R+ - Mild Nudity,9820,0.07189709726234696,"Second season of Gurazeni .|Comedy, Sports, Drama, Seinen",4
6336,Mobile Suit Gundam Unicorn,OVA,"Bandai Visual, Kadokawa Shoten",Sunrise,Novel,PG-13 - Teens 13 or older,1715,87.86447592067988,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur. Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Buccellati, a member of the Passione gang with his own sense of justice. JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.|Action, Adventure, Shounen",2
6347,Baka to Test to Shoukanjuu,TV,"Lantis, Media Factory, Cospa, T.O Entertainment",SILVER LINK.,Light novel,PG-13 - Teens 13 or older,221,189.59170579029734,"he renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple. However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!|Comedy, Psychological, Romance, School, Seinen",6
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,Animation Do,Kyoto Animation,Visual novel,PG-13 - Teens 13 or older,661,164.47170963364994,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night. When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.|Action, Demons, Historical, Shounen, Supernatural",1
6361,ef: A Tale of Memories. - Prologue,Special,"Geneon Universal Entertainment, Rondo Robe",Shaft,Visual novel,PG-13 - Teens 13 or older,3114,3.9008448060075094,"Yoshika Miyafuji joins the 501st Joint Fighter Wing, a defense unit specializing in taking down alien beings known as the Neuroi. However, in days of no invasion, she and the members of the unit are taking down day to day tasks like cooking and laundry. (Source: MAL News)|Military, Sci-Fi, Comedy, Shounen",2
6366,Karuizawa Syndrome,OVA,Shogakukan,Kitty Films,Manga,R+ - Mild Nudity,11754,0.02145945945945946,"No synopsis information has been added to this title. Help improve our database by adding a synopsis here .|Action, Military, Sci-Fi, Magic, Ecchi",6
6372,Higashi no Eden Movie I: The King of Eden,Movie,"Fuji TV, Asmik Ace, Sony Music Entertainment",Production I.G,Original,PG-13 - Teens 13 or older,1018,59.27215189873418,"The Angelic Guard, who call the heavens their home, have been tasked with collecting the orbs scattered across the world. Lucifer—a leader of the Angelic Guard with a rebellious streak, said to wield power rivaling the Almighty—carries out her duty along with Uriel, also a leader of the guard. Together, they go about executing their mission, until Holy Magistrate Keter—the one who leads the heavens under the Almighty's will—tells Uriel of Lucifer's planned rebellion. Initially in disbelief, Uriel then learns that the accusations against Lucifer may be connected to an event that once threatened to shatter the heavens. (Source: Official YouTube Channel)|Action, Game, Fantasy",2
6380,Tetsuwan Birdy Decode: The Cipher,OVA,Aniplex,A-1 Pictures,Manga,PG-13 - Teens 13 or older,3728,3.7196003401360542,"Yin and Ning are two sisters who have been wandering the land together ever since their village was destroyed by the villainous Taibai Empire. Their childhood friend, Zhao, has been enslaved by the Taibai himself, and uses his brilliance at tinkering and inventing to get by as a slave to the Empire's whims. One day, Yin accidentally discovers a legendary sword, which grants her fantastic abilities in combat, and allows her to summon a mystical, mechanical fox spirit named Yun, who is sworn to fight by her side. Meanwhile, Zhao is making fast friends with a mysterious young girl who just may hold a great amount of power within the Taibai Empire. As Zhao and the Fu sisters find themselves increasingly caught up in the Empire's battle for supremacy over the land, it will take all of the magic and might that the budding resistance armies can muster to turn the tide of war once and for all. (Source: ANN)|Action, Adventure, Demons, Magic, Martial Arts, Fantasy",1
6381,Strike Witches 2,TV,"AIC, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",AIC Spirits,Original,R+ - Mild Nudity,1771,14.537613386173492,".D. 2016, the foundations of humanity have been incinerated by the Mage King Solomon. Chaldea, a secret mages organization with the mission to preserve humanity's future, foresaw mankind's extinction in 2015. Thus commenced the operation to repair the Singularities in history caused by Holy Grails dispersed across time and space—Operation Grand Order. Using the Rayshift time travel technology, Chaldea's last master Ritsuka Fujimaru and his demi-servant Mash Kyrielight have traveled to and resolved six Singularities. Now, they depart for their most dangerous destination yet: a civilization in the Age of Gods, B.C. 2655 Mesopotamia. Ritsuka and Mash soon discover that Demonic Beasts roam the land, attacking people and towns. Amidst chaos and terror lies humanity's last defense—Uruk, a fortress city that acts as the frontline for the battle against the beasts. The battlefront is commanded by none other than King Gilgamesh, the King of Heroes, who sought aid from Heroic Spirits and took on the role of a mage to protect his city. Along with Gilgamesh and the summoned servants, Ritsuka and Mash must protect Uruk against the magical beasts' onslaught and defeat the Three Goddess Alliance who aims to eradicate humankind; all the while, a greater threat looms over Uruk, preparing for its awakening.|Action, Supernatural, Magic, Fantasy",1
6383,Chargeman Ken!,TV,Knack Productions,Tama Production,Original,PG - Children,8318,0.052825805257312106,"s the Chosen Children and their partner Digimon live happily together in the human world, Taichi Yagami and Yamato Ishida, alongside their friends, dedicate themselves to maintaining this hard-earned peace. Though united by this innate responsibility, each one has already started to take their first steps toward a future beyond being a Chosen Child. However, this new journey is interrupted by the appearance of Menoa Bellucci, an American professor specializing in Digimon research. She bears news of several Chosen Children from around the world being found comatose, with their partner Digimon nowhere to be found. Menoa's investigations indicate that a new breed of Digimon is behind the alarming phenomenon: Eosmon, who hides within the internet's depths. To succeed in this mission, the team must endeavor through the growing distance between them and band together one last time.|Action, Adventure, Comedy, Drama",2
6392,Issho ni Training: Training with Hinako,OVA,Primastea,Studio Hibari,Original,PG-13 - Teens 13 or older,3861,0.7608542667159216,"Subaru Mikazuki is a 23-year-old mystery novel author, major introvert, and an awkwardly shy person. He would much rather stay home to read a book than go outside and interact with others. Further exacerbating this life of solitude, his parents tragically died in an accident many years ago, leaving him alone in the world. One day, while giving offerings at his parents' grave, Subaru runs into a small grey and white cat named Haru, which he ends up taking home with him. Subaru, however, has never taken care of anyone else in his life—can he even take care of a cat? Haru is grateful toward Subaru, as he gives her all the food she wants—a luxury for a cat who is used to a rough life on the streets. But she notices that Subaru can't even seem to take care of himself! Will she be okay with this dunce? Doukyonin wa Hiza, Tokidoki, Atama no Ue. tells the story of an unlikely friendship between a human and a cat who try to foster an understanding with each other.|Slice of Life, Comedy",5
6408,"""Bungaku Shoujo"" Movie",Movie,"Lantis, Pony Canyon, Enterbrain, Kadokawa Contents Gate, T.O Entertainment",Production I.G,Light novel,PG-13 - Teens 13 or older,2049,12.71089114194237,"The glittering spotlights. The sparkling, fluffy, cute outfits. The charming voices while dancing with bright smiles. Under the dazzling lights on the big city stage, these would be the mermaid idols who swim and dance freely underwater. But far from this big city, the girls once lived in the peaceful village of Parrel. These girls, who would not even imagine such a glittering future for themselves, are instead just raising a fuss over the snack cakes they are eating. This is the story of the cheerful daily life of mermaids who strive their hardest everyday. (Source: Official website)|Music, Fantasy",5
6413,Go! Go! Ackman,OVA,Shueisha,Toei Animation,Manga,PG-13 - Teens 13 or older,9479,0.09580104571658399,"No synopsis information has been added to this title. Help improve our database by adding a synopsis here .|Slice of Life, Comedy",6
6421,Fullmetal Alchemist: Brotherhood Specials,Special,"Aniplex, Square Enix",Bones,Manga,PG-13 - Teens 13 or older,1170,119.88312992125984,"The fourth season of Ze Tian Ji.|Action, Adventure, Fantasy",4
6425,Weiß Survive,TV,"TBS, Bushiroad",Studio Hibari,Card game,PG-13 - Teens 13 or older,3748,0.9503168878011078,"The moment of reckoning has arrived as the illustrious Football Frontier International is finally underway. After winning the national Football Frontier, the newly assembled Raimon Junior High School soccer team awaits the announcement of Inazuma Japan—the team of players who will represent Japan at the international tournament. Asuto Inamori, along with the ""Demon of the Field"" Ryouhei Haizaki and the ""Emperor of the Pitch"" Yuuma Nosaka, quickly realize that they are up against forces far greater and more powerful than they anticipated. In Inazuma Eleven: Orion no Kokuin , mysterious powers are at play within the tournament that threatens to alter the course of history and the game of soccer itself. With the help of their cunning coach Zhao Jinyun and the inexplicable newcomer Ichihoshi Mitsuru, Inazuma Japan must defend the world of soccer in their most difficult challenge yet.|Sports",2
6428,Psychoarmor Govarian,TV,"TV Tokyo, Dynamic Planning",Knack Productions,Original,R+ - Mild Nudity,10838,0.025334117954753498,"""I've been holding a few words back for a long time — I like you!"" ""Beryl and Sapphire"" is a popular manhua created by artist Ocarina. Here includes protagonists with the most random names in history — the mild-mannered Beryl (Green) and the easily-embarrassed Sapphire (Blue). At times the closest of friends, at others the worst of enemies… In this donghua where each episode is set in a different world, how would they encounter each other time and again?? Only angst? Too painful! Nothing but fluff? Too sugary! Come watch B&S, the show where you'll never guess the ending… (Source: Guodong Subs)|Game, Sci-Fi, Slice of Life, Comedy, Drama, Magic, School, Shounen Ai",5
6444,Tegamibachi,TV,TV Tokyo,Studio Pierrot,Manga,PG-13 - Teens 13 or older,1357,30.49551393728223,"ki Takekasa is an introverted high schooler who does not socialize with her classmates. However, she wants to know what ""fun"" really is, waiting for someone who could help her understand its true meaning. One day after school, she crosses paths with her classmate Aya Takayashiki, who takes her on a little adventure. Miki discovers wonders she had never seen before, opening a way to change her withdrawn life. On their way home, Miki and Aya see their class representative Midori Oono entering Saikoro Club, a store specializing in board games. After trying out a German board game, Miki soon understands the kind of fun she had been looking for: playing various games after school along with the friends and acquaintances she makes from her newfound pleasure.|Game, Comedy, School, Shounen",6
6467,Detective Conan Movie 14: The Lost Ship in the Sky,Movie,"Shogakukan-Shueisha Productions, TMS Entertainment",Tokyo Movie Shinsha,Manga,G - All Ages,2466,64.78760445682451,"Tarou Kabakura, a third-year high school student and captain of the boys' volleyball team, is constantly being harassed by his underclassman Hanako Koyanagi, who is in charge of the girls' team. Koyanagi insists that since the girls have a match coming up, Kabakura should give up the courts to let them practice. When he refuses, she pulls out photographic evidence exposing his secret hobby. With the danger of his entire team finding out about his otaku interests looming over him, Kabakura agrees to hand over the volleyball courts to Koyanagi, giving her some private coaching as well. As the two grow closer, they begin to forge an everlasting bond. [Written by MAL Rewrite] The second episode will be bundled with the tenth limited edition volume. It will focus on the supporting characters Naoya Nifuji and Kou Sakuragi.|Slice of Life, Comedy, Romance",6
6500,Seikon no Qwaser,TV,TAKI Corporation,Hoods Entertainment,Manga,R+ - Mild Nudity,553,13.935532953620829,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and as spiritual tensions rise in the mountains of the Gusu Lan Clan, it is up to the two of them to try and restore the natural order. The story of Wei Wuxian's fall from grace continues as more light is shed on his descent into the path of demonic cultivation. The demonic arm only further strains his mischievous spirit. This is the time for him to prove that he has truly broken free from the forbidden path and is not the maniacal sorcerer that everyone remembers him to be.|Action, Mystery, Historical, Supernatural",1
6509,Kiteretsu Daihyakka,TV,Fuji TV,Gallop,Manga,PG - Children,7484,0.2276550502067336,"Having spent Christmas camping with her new friends, Rin Shima embarks on a solo-camping trip to see the New Year sunrise by the sea. All goes according to plan until unforeseen weather blocks the roads back home, making a return trip impossible. Rin, who is now stranded for a few days, is invited by Nadeshiko Kagamihara to stay at her grandmother's house. What is supposed to be a two-day trip becomes an extended period of sightseeing and new experiences for Rin, and she encounters some new and old faces along the way. Yuru Camp△ Season 2 continues the story of Rin, Nadeshiko, and their friends as they further explore the joys of camping.|Slice of Life, Comedy",5
6512,Nyan Koi!,TV,"Pony Canyon, TBS, Movic, Flex Comix",AIC,Manga,PG-13 - Teens 13 or older,649,37.69691470054446,"cademy City stands at the forefront of scientific and technological progress, best known for their development of espers: those capable of wielding superhuman abilities that alter the rules of reality. The most powerful among them are the Level 5s, and the one known as Accelerator reigns supreme, even after being weakened by a severe brain injury. By his side is the young girl known as Last Order, whom despite his cold demeanor, he holds closely and vows to protect at all costs. Though Accelerator may be recovering from his injury, the dark side of Academy City never rests, and so he finds himself unwillingly caught up in the midst of a new conflict. When a mysterious young woman approaches Accelerator in pursuit of Last Order, the highest-ranked esper is confronted by a venomous organization that has taken root in Anti-Skill, Academy City's peacekeeping organization. With dangerous forces on the move that threaten to put Last Order and her sisters at risk, the self-proclaimed villain prepares to step into the darkness once again.|Super Power, Supernatural, Fantasy, School",2
6547,Angel Beats!,TV,"Aniplex, Dentsu, Mainichi Broadcasting System, CBC, Movic, Visual Art's, ASCII Media Works",P.A. Works,Original,PG-13 - Teens 13 or older,15,2216.2258474576274,"Unaired episode bundled with the sixth Blu-ray volume of the Hangyakusei Million Arthur anime series.|Action, Adventure, Fantasy, Magic",0
6553,Junjou Romantica Special,Special,Kadokawa Shoten,Studio Deen,Manga,PG-13 - Teens 13 or older,3039,9.013121563836286,"s she heads off to her entrance ceremony at Sainotama Girls' High School, Akane Kikuchi muses over her grade school dream of becoming a manga artist and the lack of progress that she has made. When she finally arrives at school, she is surprised to learn that she is once again in the same class as her two best friends: the deadpan and emotionless Shiori Saginomiya and the hyperactive and ridiculous Nozomu Tanaka. Tanaka then comes to the obvious realization that she can't achieve her grade school dream of being popular with the boys and getting a boyfriend by going to an all-girls high school. In desperation, she begins asking the girls in her class to introduce her to their guy friends. Her classmates, however, are anything but ordinary. From a grandmother-loving loli to a reclusive chuunibyou to an overly analytical stalker, each one is given a fitting nickname by Tanaka to accentuate their weirdness. And so begin the wasteful days of these high school girls, each day kicked off with a simple question: ""Hey, wanna hear something amazing?""|Comedy, School",6
6557,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,OVA,Kadokawa Shoten,J.C.Staff,Novel,PG-13 - Teens 13 or older,10605,0.04130817442325644,"Special episode bundled with the eighth Blu-ray and DVD volume of Hakyuu Houshin Engi .|Adventure, Demons, Fantasy, Shounen, Supernatural",0
6560,Popee the Performer,TV,"Kids Station, Nippon Columbia",Nippon Animation,Original,R - 17+ (violence & profanity),5900,0.694167487684729,"There is a popular saying: ""you can never be too careful."" It is very important to prepare for every situation you may face, even if it seems like an unnecessary waste of time. Also, in games like RPGs, it is good to exceed the level of your enemies to achieve total victory. These words describe Seiya Ryuuguuin a little too perfectly. After being summoned by the goddess Ristarte to save the world of Gaeabrande from destruction, the hero prepares himself for his noble journey. While this might be normal, he spends a very long time training himself, despite having overpowered stats. He fights weak enemies using his strongest skills and buys excessive amounts of supplies and potions—all to stay safe. While his attitude may be a bit annoying, it might just be the saving grace of Gaeabrande, especially considering that it is a world where the forces of evil dominate each and every expectation.|Action, Adventure, Comedy, Fantasy",2
